state,permit,handgun,long_gun,other,year
District of Columbia,5.0,74.0,6.0,0.0,2016
Florida,34627.0,54164.0,22000.0,2874.0,2016
Georgia,24301.0,18272.0,8517.0,467.0,2016
Guam,0.0,115.0,58.0,8.0,2016
Hawaii,1468.0,0.0,0.0,0.0,2016
Idaho,4411.0,3925.0,4208.0,227.0,2016
Illinois,132757.0,29052.0,12971.0,0.0,2016
Indiana,107510.0,27883.0,13485.0,1472.0,2016
Iowa,20031.0,252.0,3012.0,25.0,2016
Kansas,1857.0,7683.0,5368.0,409.0,2016
Kentucky,294755.0,13816.0,8391.0,283.0,2016
Louisiana,1937.0,13738.0,7553.0,799.0,2016
Maine,704.0,4725.0,3320.0,232.0,2016
Mariana Islands,0.0,0.0,1.0,0.0,2016
Maryland,3898.0,4866.0,5363.0,157.0,2016
Massachusetts,9327.0,7019.0,3275.0,546.0,2016
Michigan,30175.0,18316.0,10145.0,495.0,2016
Minnesota,29378.0,13738.0,11323.0,797.0,2016
Mississippi,1740.0,11287.0,5697.0,331.0,2016
Missouri,17076.0,27030.0,15359.0,1257.0,2016
Montana,2372.0,3305.0,4621.0,150.0,2016
Nebraska,6108.0,132.0,1944.0,16.0,2016
Nevada,3373.0,6116.0,3062.0,231.0,2016
New Hampshire,4769.0,5912.0,3506.0,142.0,2016
New Jersey,0.0,7346.0,3582.0,210.0,2016
New Mexico,1165.0,6497.0,4466.0,388.0,2016
New York,5302.0,12474.0,15134.0,1041.0,2016
North Carolina,34897.0,1494.0,12263.0,673.0,2016
North Dakota,1208.0,1945.0,2711.0,97.0,2016
Ohio,19568.0,40331.0,19408.0,2179.0,2016
Oklahoma,0.0,14892.0,8975.0,958.0,2016
Oregon,69.0,15513.0,11510.0,0.0,2016
Pennsylvania,31577.0,60489.0,12299.0,0.0,2016
Puerto Rico,0.0,948.0,200.0,8.0,2016
Rhode Island,0.0,1411.0,858.0,57.0,2016
South Carolina,17408.0,12312.0,6138.0,446.0,2016
South Dakota,1448.0,3451.0,3588.0,236.0,2016
Tennessee,2578.0,27951.0,14909.0,0.0,2016
Texas,48497.0,55547.0,31794.0,2985.0,2016
Utah,21789.0,3772.0,3883.0,262.0,2016
Vermont,0.0,1941.0,1715.0,118.0,2016
Virgin Islands,67.0,19.0,3.0,0.0,2016
Virginia,828.0,26264.0,14622.0,1019.0,2016
Washington,89199.0,19501.0,10947.0,1643.0,2016
West Virginia,3003.0,9481.0,6336.0,273.0,2016
Wisconsin,10344.0,18439.0,14836.0,807.0,2016
Wyoming,700.0,1995.0,2026.0,135.0,2016
Alabama,24746.0,29311.0,15054.0,950.0,2016
Alaska,284.0,3190.0,2428.0,218.0,2016
Arizona,4627.0,16820.0,8782.0,877.0,2016
Arkansas,4167.0,10532.0,7028.0,258.0,2016
California,134211.0,44461.0,29486.0,5283.0,2016
Colorado,9004.0,22384.0,13355.0,1050.0,2016
Connecticut,14261.0,13316.0,4250.0,275.0,2016
Delaware,415.0,2702.0,1633.0,131.0,2016
District of Columbia,14.0,74.0,7.0,0.0,2016
Florida,33181.0,62770.0,25228.0,3069.0,2016
Georgia,24137.0,24534.0,10747.0,565.0,2016
Guam,0.0,85.0,44.0,8.0,2016
Hawaii,1419.0,0.0,0.0,0.0,2016
Idaho,4934.0,4419.0,4321.0,242.0,2016
Illinois,125089.0,30241.0,13543.0,0.0,2016
Indiana,170646.0,32373.0,14947.0,1625.0,2016
Iowa,20356.0,279.0,2859.0,45.0,2016
Kansas,1711.0,9407.0,6165.0,433.0,2016
Kentucky,229733.0,19243.0,10414.0,404.0,2016
Louisiana,2686.0,16474.0,9031.0,888.0,2016
Maine,438.0,5426.0,3234.0,228.0,2016
Mariana Islands,0.0,0.0,1.0,0.0,2016
Maryland,4039.0,4368.0,5803.0,163.0,2016
Massachusetts,7944.0,6253.0,2838.0,562.0,2016
Michigan,29353.0,19778.0,10899.0,543.0,2016
Minnesota,25678.0,12754.0,9635.0,793.0,2016
Mississippi,1171.0,15296.0,7203.0,308.0,2016
Missouri,13121.0,30802.0,16707.0,1404.0,2016
Montana,2279.0,3779.0,4151.0,154.0,2016
Nebraska,6096.0,154.0,2078.0,27.0,2016
Nevada,3288.0,6643.0,3115.0,244.0,2016
New Hampshire,4044.0,6798.0,3464.0,156.0,2016
New Jersey,0.0,6007.0,3613.0,191.0,2016
New Mexico,1576.0,7455.0,5049.0,393.0,2016
New York,4971.0,11963.0,15324.0,1130.0,2016
North Carolina,33753.0,1543.0,14935.0,835.0,2016
North Dakota,761.0,2100.0,2419.0,99.0,2016
Ohio,16201.0,45459.0,20745.0,2196.0,2016
Oklahoma,0.0,18984.0,10754.0,1184.0,2016
Oregon,88.0,17116.0,11665.0,0.0,2016
Pennsylvania,29651.0,61933.0,11791.0,0.0,2016
Puerto Rico,0.0,885.0,152.0,24.0,2016
Rhode Island,0.0,1288.0,848.0,64.0,2016
South Carolina,12817.0,15746.0,6847.0,522.0,2016
South Dakota,1627.0,4170.0,4009.0,169.0,2016
Tennessee,12348.0,36439.0,18121.0,0.0,2016
Texas,56900.0,72584.0,37980.0,3156.0,2016
Utah,12927.0,4413.0,4000.0,259.0,2016
Vermont,0.0,2273.0,1681.0,128.0,2016
Virgin Islands,86.0,25.0,4.0,0.0,2016
Virginia,784.0,30085.0,15948.0,1133.0,2016
Washington,15736.0,20583.0,11991.0,1832.0,2016
West Virginia,3527.0,10746.0,7436.0,357.0,2016
Wisconsin,9420.0,19465.0,12431.0,821.0,2016
Wyoming,551.0,2287.0,2036.0,139.0,2016
Alabama,27242.0,25445.0,14785.0,1266.0,2016
Alaska,192.0,2859.0,2245.0,300.0,2016
Arizona,3898.0,15745.0,8512.0,1107.0,2016
Arkansas,3670.0,7954.0,5982.0,305.0,2016
California,127715.0,52139.0,32970.0,7054.0,2016
Colorado,8431.0,23518.0,13327.0,1474.0,2016
Connecticut,14005.0,13096.0,4366.0,236.0,2016
Delaware,395.0,2548.0,1608.0,110.0,2016
District of Columbia,27.0,52.0,3.0,0.0,2016
Florida,28458.0,62085.0,26356.0,3480.0,2016
Georgia,30513.0,18236.0,9696.0,654.0,2016
Guam,0.0,102.0,57.0,11.0,2016
Hawaii,1379.0,0.0,0.0,0.0,2016
Idaho,4025.0,4221.0,3820.0,266.0,2016
Illinois,143606.0,32112.0,12869.0,0.0,2016
Indiana,183520.0,29653.0,14356.0,1871.0,2016
Iowa,23600.0,292.0,2600.0,44.0,2016
Kansas,1787.0,9196.0,6580.0,586.0,2016
Kentucky,277415.0,13847.0,7713.0,403.0,2016
Louisiana,2823.0,15485.0,10374.0,1054.0,2016
Maine,500.0,4625.0,3054.0,294.0,2016
Mariana Islands,0.0,0.0,3.0,0.0,2016
Maryland,3458.0,3981.0,5541.0,116.0,2016
Massachusetts,8547.0,7211.0,3500.0,667.0,2016
Michigan,27885.0,17641.0,9995.0,670.0,2016
Minnesota,27969.0,12426.0,8624.0,875.0,2016
Mississippi,1442.0,10257.0,6713.0,422.0,2016
Missouri,11441.0,28980.0,15693.0,1942.0,2016
Montana,2240.0,3354.0,3574.0,191.0,2016
Nebraska,8560.0,179.0,2256.0,37.0,2016
Nevada,2386.0,6064.0,2835.0,289.0,2016
New Hampshire,5807.0,7146.0,3591.0,211.0,2016
New Jersey,0.0,4520.0,4005.0,158.0,2016
New Mexico,769.0,5921.0,4206.0,405.0,2016
New York,4535.0,12020.0,15461.0,1192.0,2016
North Carolina,33032.0,1350.0,12950.0,920.0,2016
North Dakota,800.0,2159.0,2554.0,106.0,2016
Ohio,13836.0,38028.0,18613.0,2460.0,2016
Oklahoma,0.0,18688.0,10863.0,1313.0,2016
Oregon,45.0,15930.0,10403.0,0.0,2016
Pennsylvania,33905.0,57355.0,10224.0,0.0,2016
Puerto Rico,0.0,940.0,147.0,16.0,2016
Rhode Island,0.0,1413.0,898.0,89.0,2016
South Carolina,10212.0,12380.0,6289.0,669.0,2016
South Dakota,1872.0,3782.0,3815.0,313.0,2016
Tennessee,14485.0,30411.0,16571.0,0.0,2016
Texas,36269.0,72626.0,38396.0,3756.0,2016
Utah,10485.0,4662.0,3654.0,326.0,2016
Vermont,0.0,1863.0,1379.0,134.0,2016
Virgin Islands,73.0,26.0,0.0,0.0,2016
Virginia,524.0,27033.0,15699.0,922.0,2016
Washington,19688.0,20427.0,11355.0,2147.0,2016
West Virginia,3378.0,7419.0,5505.0,321.0,2016
Wisconsin,9496.0,17969.0,10756.0,937.0,2016
Wyoming,959.0,2181.0,1983.0,160.0,2016
